247,Rivals
School:  Texas Year:  2012 Name:  Jalen Overstreet Position:  DUAL City:  Tatum State:  TX Height:  74 Weight:  212 Stars:  4,School:  Central Michigan Year:  2012 Name:  Connor Collins Position:  OL City:  Millington State:  MI Height:  76 Weight:  265 Stars:  2,
School:  Pittsburgh Year:  2012 Name:  Adam Bisnowaty Position:  OT City:  Pittsburgh State:  PA Height:  78 Weight:  275 Stars:  4,School:  Central Michigan Year:  2012 Name:  Cody Kater Position:  QB City:  Grand Rapids State:  MI Height:  76 Weight:  235 Stars:  3,
School:  Penn State Year:  2012 Name:  Jamil Pollard Position:  DT City:  Westville State:  NJ Height:  76 Weight:  270 Stars:  4,School:  Central Michigan Year:  2012 Name:  Lance Sanders Position:  DE City:  Chicago State:  IL Height:  76 Weight:  260 Stars:  2,
School:  Stanford Year:  2012 Name:  Brandon Fanaika Position:  OG City:  Pleasant Grove State:  UT Height:  75 Weight:  295 Stars:  4,School:  Central Michigan Year:  2012 Name:  Michael Jorde Position:  DT City:  Croswell State:  MI Height:  76 Weight:  248 Stars:  2,
School:  Texas A&M Year:  2012 Name:  Kenneth Marshall Position:  S City:  South Houston State:  TX Height:  72 Weight:  200 Stars:  4,School:  Central Michigan Year:  2012 Name:  Kavon Frazier Position:  DB City:  Grand Rapids State:  MI Height:  73 Weight:  200 Stars:  2,
School:  Ole Miss Year:  2012 Name:  Isaac Gross Position:  SDE City:  Batesville State:  MS Height:  75 Weight:  265 Stars:  4,School:  Central Michigan Year:  2012 Name:  Saylor Lavallii Position:  RB City:  Mason State:  MI Height:  70 Weight:  204 Stars:  2,
School:  West Virginia Year:  2012 Name:  Ford Childress Position:  PRO City:  Houston State:  TX Height:  76 Weight:  210 Stars:  4,School:  Central Michigan Year:  2012 Name:  Jabari Dean Position:  DT City:  Detroit State:  MI Height:  74 Weight:  290 Stars:  2,
School:  Oregon Year:  2012 Name:  Dwayne Stanford Position:  WR City:  Cincinnati State:  OH Height:  76 Weight:  190 Stars:  4,School:  Central Michigan Year:  2012 Name:  Jordan Fields Position:  DB City:  Grand Blanc State:  MI Height:  73 Weight:  175 Stars:  3,
School:  Utah Year:  2012 Name:  Justin Thomas Position:  CB City:  Orange State:  TX Height:  69 Weight:  173 Stars:  4,School:  Central Michigan Year:  2012 Name:  Tony Annese Position:  QB City:  Rochester Hills State:  MI Height:  73 Weight:  205 Stars:  2,
School:  Michigan Year:  2012 Name:  AJ Williams Position:  TE City:  Cincinnati State:  OH Height:  78 Weight:  255 Stars:  4,School:  Central Michigan Year:  2012 Name:  Joe Bacci Position:  DE City:  Romeo State:  MI Height:  72 Weight:  216 Stars:  2,
School:  Ole Miss Year:  2012 Name:  I'Tavius Mathers Position:  RB City:  Murfreesboro State:  TN Height:  71 Weight:  195 Stars:  4,School:  Central Michigan Year:  2012 Name:  Cooper Rush Position:  QB City:  Lansing State:  MI Height:  76 Weight:  220 Stars:  2,
School:  Texas Year:  2012 Name:  Alex Norman Position:  DT City:  Dallas State:  TX Height:  76 Weight:  275 Stars:  4,School:  Central Michigan Year:  2012 Name:  Anthony Rice Position:  WR City:  Mishawaka State:  IN Height:  72 Weight:  168 Stars:  2,
School:  Florida State Year:  2012 Name:  Reggie Northrup Position:  OLB City:  Jacksonville State:  FL Height:  74 Weight:  210 Stars:  4,School:  Central Michigan Year:  2012 Name:  Anthony Scarcelli Position:  WR City:  Marine City State:  MI Height:  72 Weight:  185 Stars:  2,
School:  North Carolina Year:  2012 Name:  Quinshad Davis Position:  WR City:  Gaffney State:  SC Height:  76 Weight:  190 Stars:  4,School:  Central Michigan Year:  2012 Name:  Winslow Chapman Position:  DB City:  Port Huron State:  MI Height:  72 Weight:  180 Stars:  2,
School:  Michigan State Year:  2012 Name:  Jamal Lyles Position:  OLB City:  Southfield State:  MI Height:  76 Weight:  230 Stars:  4,School:  Central Michigan Year:  2012 Name:  Brandon Greer Position:  DB City:  Chicago State:  IL Height:  72 Weight:  195 Stars:  3,
School:  Maryland Year:  2012 Name:  Abner Logan Position:  OLB City:  Brookline State:  MA Height:  73 Weight:  220 Stars:  4,School:  Central Michigan Year:  2012 Name:  Kevin DArcy Position:  OL City:  Livonia State:  MI Height:  76 Weight:  295 Stars:  2,
School:  California Year:  2012 Name:  Cedric Dozier Position:  ATH City:  Lakewood State:  WA Height:  71 Weight:  175 Stars:  4,School:  Central Michigan Year:  2012 Name:  Martez Walker Position:  RB City:  Chicago State:  IL Height:  70 Weight:  190 Stars:  2,
School:  Oklahoma State Year:  2012 Name:  Greg Brantley Position:  OT City:  Carthage State:  TX Height:  79 Weight:  310 Stars:  4,School:  Central Michigan Year:  2012 Name:  Collin Goetz Position:  ATH City:  Oxford State:  MI Height:  79 Weight:  240 Stars:  2,
School:  Syracuse Year:  2012 Name:  Ronald Thompson Position:  TE City:  Southfield State:  MI Height:  76 Weight:  240 Stars:  4,School:  Central Michigan Year:  2012 Name:  Dylan Anderson Position:  OL City:  West Bloomfield State:  MI Height:  76 Weight:  262 Stars:  2,
School:  South Carolina Year:  2012 Name:  Kaiwan Lewis Position:  ILB City:  Hammonton State:  NJ Height:  74 Weight:  230 Stars:  4,School:  Cincinnati Year:  2012 Name:  Elijah Shuler Position:  DE City:  Woodland Hills State:  CA Height:  76 Weight:  255 Stars:  2,
School:  Notre Dame Year:  2012 Name:  Justin Ferguson Position:  WR City:  Hollywood State:  FL Height:  73 Weight:  205 Stars:  4,School:  Cincinnati Year:  2012 Name:  Aaron Harris Position:  RB City:  Chula Vista State:  CA Height:  72 Weight:  200 Stars:  3,
School:  West Virginia Year:  2012 Name:  Sam Lebbie Position:  ILB City:  Hyattsville State:  MD Height:  74 Weight:  235 Stars:  4,School:  Cincinnati Year:  2012 Name:  Caleb Stacey Position:  OL City:  Cincinnati State:  OH Height:  76 Weight:  275 Stars:  3,
School:  Florida Year:  2012 Name:  Antonio Morrison Position:  ILB City:  Bolingbrook State:  IL Height:  75 Weight:  220 Stars:  4,School:  Cincinnati Year:  2012 Name:  Zach Edwards Position:  DB City:  Middletown State:  OH Height:  73 Weight:  175 Stars:  3,
School:  Clemson Year:  2012 Name:  Shaq Lawson Position:  WDE City:  Central State:  SC Height:  76 Weight:  255 Stars:  4,School:  Cincinnati Year:  2012 Name:  E.J. Junior Position:  RB City:  Middletown State:  OH Height:  72 Weight:  210 Stars:  3,
School:  Ohio State Year:  2012 Name:  Najee Murray Position:  S City:  Steubenville State:  OH Height:  71 Weight:  175 Stars:  4,School:  Cincinnati Year:  2012 Name:  Trenton Norvell Position:  QB City:  Daytona Beach State:  FL Height:  76 Weight:  215 Stars:  3,
School:  North Carolina Year:  2012 Name:  J.J. Patterson Position:  DT City:  Roanoke Rapids State:  NC Height:  76 Weight:  305 Stars:  4,School:  Cincinnati Year:  2012 Name:  DeShawn Dowdy Position:  TE City:  Akron State:  OH Height:  76 Weight:  222 Stars:  3,
School:  Arizona Year:  2012 Name:  Zach Hemmila Position:  OG City:  Chandler State:  AZ Height:  76 Weight:  290 Stars:  4,School:  Cincinnati Year:  2012 Name:  Alex Pace Position:  DE City:  Cleveland State:  OH Height:  74 Weight:  284 Stars:  3,
School:  Kentucky Year:  2012 Name:  Patrick Towles Position:  PRO City:  Fort Thomas State:  KY Height:  77 Weight:  230 Stars:  4,School:  Cincinnati Year:  2012 Name:  Corey Griffin Position:  LB City:  Miami State:  FL Height:  74 Weight:  210 Stars:  3,
School:  Arkansas Year:  2012 Name:  Demetrius Dean Position:  TE City:  Fayetteville State:  AR Height:  75 Weight:  240 Stars:  4,School:  Cincinnati Year:  2012 Name:  Shakim Alonzo Position:  WR City:  Pittsburgh State:  PA Height:  77 Weight:  205 Stars:  2,
School:  California Year:  2012 Name:  Raymond Ford Position:  CB City:  Gardena State:  CA Height:  70 Weight:  165 Stars:  3,School:  Cincinnati Year:  2012 Name:  Tion Green Position:  RB City:  Altamonte Springs State:  FL Height:  72 Weight:  210 Stars:  3,
School:  Iowa Year:  2012 Name:  Ryan Ward Position:  OT City:  New Lenox State:  IL Height:  77 Weight:  282 Stars:  3,School:  Cincinnati Year:  2012 Name:  EyShawn McClain Position:  LB City:  Jacksonville State:  FL Height:  73 Weight:  226 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Trey Edmunds Position:  OLB City:  Ringgold State:  VA Height:  74 Weight:  200 Stars:  3,School:  Cincinnati Year:  2012 Name:  Joey Jones Position:  LB City:  Homestead State:  FL Height:  72 Weight:  190 Stars:  3,
School:  LSU Year:  2012 Name:  Jerald Hawkins Position:  OT City:  Baldwin State:  LA Height:  78 Weight:  275 Stars:  3,School:  Cincinnati Year:  2012 Name:  Nathan Cole Position:  WR City:  Memphis State:  TN Height:  71 Weight:  170 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Charles Tapper Position:  WDE City:  Baltimore State:  MD Height:  76 Weight:  227 Stars:  3,School:  Cincinnati Year:  2012 Name:  Leviticus Payne Position:  DB City:  Southfield State:  MI Height:  69 Weight:  175 Stars:  3,
School:  Baylor Year:  2012 Name:  Aiavion Edwards Position:  S City:  Stephenville State:  TX Height:  73 Weight:  205 Stars:  3,School:  Cincinnati Year:  2012 Name:  Bennie Coney Position:  QB City:  Plant City State:  FL Height:  74 Weight:  210 Stars:  3,
School:  Florida Year:  2012 Name:  Quinteze Williams Position:  SDE City:  Tyrone State:  GA Height:  77 Weight:  247 Stars:  3,School:  Cincinnati Year:  2012 Name:  Errol Clarke Position:  LB City:  Miami State:  FL Height:  74 Weight:  210 Stars:  3,
School:  Toledo Year:  2012 Name:  Corey Jones Position:  ATH City:  Pittsburgh State:  PA Height:  70 Weight:  165 Stars:  3,School:  Cincinnati Year:  2012 Name:  Kevin Brown Position:  DB City:  Indianapolis State:  IN Height:  73 Weight:  195 Stars:  2,
School:  Oklahoma State Year:  2012 Name:  Wes Lunt Position:  PRO City:  Rochester State:  IL Height:  77 Weight:  195 Stars:  3,School:  Cincinnati Year:  2012 Name:  Alex Dale Position:  ATH City:  Memphis State:  TN Height:  70 Weight:  175 Stars:  3,
School:  Colorado Year:  2012 Name:  Ken Crawley Position:  CB City:  Washington State:  DC Height:  73 Weight:  170 Stars:  3,School:  Cincinnati Year:  2012 Name:  Deyshawn Bond Position:  OL City:  Indianapolis State:  IN Height:  75 Weight:  286 Stars:  2,
School:  Notre Dame Year:  2012 Name:  C.J. Prosise Position:  S City:  Woodberry Forest State:  VA Height:  74 Weight:  190 Stars:  3,School:  Cincinnati Year:  2012 Name:  Kyle Williamson Position:  OL City:  Cincinnati State:  OH Height:  77 Weight:  278 Stars:  3,
School:  LSU Year:  2012 Name:  Travin Dural Position:  WR City:  Breaux Bridge State:  LA Height:  73 Weight:  180 Stars:  3,School:  Cincinnati Year:  2012 Name:  Jonathan Burt Position:  DE City:  Indianapolis State:  IN Height:  74 Weight:  243 Stars:  3,
School:  Tennessee Year:  2012 Name:  Nathan Peterman Position:  PRO City:  Jacksonville State:  FL Height:  74 Weight:  210 Stars:  3,School:  Cincinnati Year:  2012 Name:  Marcus Foster Position:  ATH City:  Troy State:  OH Height:  73 Weight:  190 Stars:  3,
School:  Florida State Year:  2012 Name:  Dalvon Stuckey Position:  DT City:  Defuniak Springs State:  FL Height:  75 Weight:  298 Stars:  3,School:  Cincinnati Year:  2012 Name:  Drake Bruns Position:  DB City:  Fort Thomas State:  KY Height:  72 Weight:  185 Stars:  3,
School:  South Carolina Year:  2012 Name:  Jody Fuller Position:  WR City:  Monroe State:  NC Height:  72 Weight:  200 Stars:  3,School:  Cincinnati Year:  2012 Name:  Andre Jones Position:  DB City:  Cincinnati State:  OH Height:  73 Weight:  185 Stars:  3,
School:  Penn State Year:  2012 Name:  Brent Wilkerson Position:  SDE City:  Hyattsville State:  MD Height:  76 Weight:  245 Stars:  3,School:  Cincinnati Year:  2012 Name:  Ryan Leahy Position:  DE City:  Cincinnati State:  OH Height:  78 Weight:  256 Stars:  3,
School:  Purdue Year:  2012 Name:  Robert Gregory Position:  DUAL City:  Chicago State:  IL Height:  75 Weight:  185 Stars:  3,School:  Cincinnati Year:  2012 Name:  Josh Posley Position:  DE City:  Indianapolis State:  IN Height:  74 Weight:  238 Stars:  3,
School:  Rutgers Year:  2012 Name:  Ryan Brodie Position:  OT City:  Long Branch State:  NJ Height:  77 Weight:  260 Stars:  3,School:  Cincinnati Year:  2012 Name:  Deionte Buckley Position:  RB City:  Indianapolis State:  IN Height:  69 Weight:  195 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Eric Striker Position:  S City:  Seffner State:  FL Height:  73 Weight:  195 Stars:  3,School:  Clemson Year:  2012 Name:  D.J. Reader Position:  OL City:  Greensboro State:  NC Height:  75 Weight:  306 Stars:  3,
School:  Virginia Year:  2012 Name:  Canaan Severin Position:  WR City:  Worcester State:  MA Height:  74 Weight:  210 Stars:  3,School:  Clemson Year:  2012 Name:  Josh Brown Position:  DT City:  Aiken State:  SC Height:  77 Weight:  270 Stars:  3,
School:  Washington Year:  2012 Name:  Ryan McDaniel Position:  FB City:  Torrance State:  CA Height:  73 Weight:  223 Stars:  3,School:  Clemson Year:  2012 Name:  Carlos Watkins Position:  DT City:  Forest City State:  NC Height:  76 Weight:  275 Stars:  4,
School:  Mississippi State Year:  2012 Name:  A.J. Jefferson Position:  SDE City:  Summit State:  MS Height:  74 Weight:  254 Stars:  3,School:  Clemson Year:  2012 Name:  Marty Williams Position:  ATH City:  North Augusta State:  SC Height:  73 Weight:  200 Stars:  3,
School:  Michigan Year:  2012 Name:  Matt Godin Position:  SDE City:  Novi State:  MI Height:  77 Weight:  265 Stars:  3,School:  Clemson Year:  2012 Name:  Isaiah Battle Position:  OL City:  Fork Union State:  VA Height:  79 Weight:  265 Stars:  4,
School:  Texas A&M Year:  2012 Name:  Polo Manukainiu Position:  SDE City:  Euless State:  TX Height:  77 Weight:  263 Stars:  3,School:  Clemson Year:  2012 Name:  Kevin Dodd Position:  DT City:  Chatham State:  VA Height:  77 Weight:  277 Stars:  4,
School:  Clemson Year:  2012 Name:  D.J. Reader Position:  OG City:  Greensboro State:  NC Height:  75 Weight:  330 Stars:  3,School:  Clemson Year:  2012 Name:  Jay Jay McCullough Position:  ATH City:  Fort Mill State:  SC Height:  77 Weight:  232 Stars:  3,
School:  LSU Year:  2012 Name:  Deion Jones Position:  OLB City:  New Orleans State:  LA Height:  74 Weight:  200 Stars:  3,School:  Clemson Year:  2012 Name:  Oliver Jones Position:  OL City:  Ninety Six State:  SC Height:  78 Weight:  322 Stars:  3,
School:  Oregon State Year:  2012 Name:  Grant Bays Position:  OC City:  Oceanside State:  CA Height:  75 Weight:  290 Stars:  3,School:  Clemson Year:  2012 Name:  Martin Aiken Position:  DE City:  Bamberg State:  SC Height:  75 Weight:  245 Stars:  3,
School:  Utah Year:  2012 Name:  Chase Hansen Position:  ATH City:  American Fork State:  UT Height:  75 Weight:  205 Stars:  3,School:  Clemson Year:  2012 Name:  Zac Brooks Position:  ATH City:  Jonesboro State:  AR Height:  74 Weight:  180 Stars:  4,
School:  Tennessee Year:  2012 Name:  Deion Bonner Position:  CB City:  Columbus State:  GA Height:  72 Weight:  170 Stars:  3,School:  Clemson Year:  2012 Name:  Chad Kelly Position:  QB City:  Buffalo State:  NY Height:  75 Weight:  208 Stars:  4,
School:  Tulane Year:  2012 Name:  Darion Monroe Position:  CB City:  Reserve State:  LA Height:  71 Weight:  180 Stars:  3,School:  Clemson Year:  2012 Name:  T.J. Burrell Position:  LB City:  Goose Creek State:  SC Height:  71 Weight:  197 Stars:  3,
School:  Mississippi State Year:  2012 Name:  Richie Brown Position:  ILB City:  Long Beach State:  MS Height:  75 Weight:  230 Stars:  3,School:  Clemson Year:  2012 Name:  Bradley Pinion Position:  K City:  Concord State:  NC Height:  77 Weight:  220 Stars:  3,
School:  Oregon Year:  2012 Name:  Oshay Dunmore Position:  ATH City:  Newport State:  OR Height:  74 Weight:  200 Stars:  3,School:  Clemson Year:  2012 Name:  Travis Blanks Position:  DB City:  Tallahassee State:  FL Height:  73 Weight:  195 Stars:  4,
School:  Miami Year:  2012 Name:  Danny Isidora Position:  OG City:  Fort Lauderdale State:  FL Height:  76 Weight:  335 Stars:  3,School:  Clemson Year:  2012 Name:  Ronald Geohaghan Position:  DB City:  Fairfax State:  SC Height:  72 Weight:  185 Stars:  4,
School:  Hawai'i Year:  2012 Name:  Jeremy Castro Position:  WDE City:  Murrieta State:  CA Height:  75 Weight:  245 Stars:  3,School:  Clemson Year:  2012 Name:  Cordrea Tankersley Position:  DB City:  Aiken State:  SC Height:  72 Weight:  190 Stars:  3,
School:  Auburn Year:  2012 Name:  Alex Kozan Position:  OT City:  Littleton State:  CO Height:  76 Weight:  295 Stars:  3,School:  Clemson Year:  2012 Name:  Patrick Destefano Position:  OL City:  Roebuck State:  SC Height:  76 Weight:  275 Stars:  3,
School:  UCLA Year:  2012 Name:  Randall Goforth Position:  CB City:  Long Beach State:  CA Height:  70 Weight:  170 Stars:  3,School:  Clemson Year:  2012 Name:  Germone Hopper Position:  WR City:  Charlotte State:  NC Height:  72 Weight:  165 Stars:  4,
School:  Maryland Year:  2012 Name:  Mike Madaras Position:  OT City:  Olney State:  MD Height:  78 Weight:  270 Stars:  3,School:  Clemson Year:  2012 Name:  Shaq Lawson Position:  DE City:  Central State:  SC Height:  75 Weight:  240 Stars:  4,
School:  Texas A&M Year:  2012 Name:  Michael Richardson Position:  WDE City:  DeSoto State:  TX Height:  75 Weight:  230 Stars:  3,School:  Clemson Year:  2012 Name:  Jay Guillermo Position:  OL City:  Maryville State:  TN Height:  74 Weight:  287 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Gary Simon Position:  CB City:  Saint Petersburg State:  FL Height:  73 Weight:  170 Stars:  3,School:  Colorado Year:  2012 Name:  Christian Powell Position:  ATH City:  Upland State:  CA Height:  71 Weight:  250 Stars:  3,
School:  Nebraska Year:  2012 Name:  Alonzo Moore Position:  WR City:  Winnfield State:  LA Height:  74 Weight:  175 Stars:  3,School:  Colorado Year:  2012 Name:  Vincent Hobbs Position:  TE City:  Mesquite State:  TX Height:  75 Weight:  230 Stars:  3,
School:  Oklahoma State Year:  2012 Name:  Dominic Ramacher Position:  ATH City:  Denton State:  TX Height:  75 Weight:  226 Stars:  3,School:  Colorado Year:  2012 Name:  Jeffrey Hall Position:  DB City:  LaPlace State:  LA Height:  71 Weight:  180 Stars:  3,
School:  Penn State Year:  2012 Name:  Akeel Lynch Position:  RB City:  Attica State:  NY Height:  71 Weight:  205 Stars:  3,School:  Colorado Year:  2012 Name:  Yuri Wright Position:  DB City:  Ramsey State:  NJ Height:  74 Weight:  180 Stars:  4,
School:  Arizona State Year:  2012 Name:  Salamo Fiso Position:  ILB City:  Long Beach State:  CA Height:  73 Weight:  218 Stars:  3,School:  Colorado Year:  2012 Name:  Kenneth Crawley Position:  DB City:  Washington State:  DC Height:  73 Weight:  170 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Deon Clarke Position:  OLB City:  Chesterfield State:  VA Height:  74 Weight:  215 Stars:  3,School:  Colorado Year:  2012 Name:  John Walker Position:  DB City:  Washington State:  DC Height:  72 Weight:  175 Stars:  3,
School:  Vanderbilt Year:  2012 Name:  Andrew Jelks Position:  OT City:  Paris State:  TN Height:  78 Weight:  265 Stars:  3,School:  Colorado Year:  2012 Name:  Marques Mosley Position:  ATH City:  Upland State:  CA Height:  73 Weight:  174 Stars:  3,
School:  Pittsburgh Year:  2012 Name:  J.P. Holtz Position:  TE City:  Pittsburgh State:  PA Height:  76 Weight:  240 Stars:  3,School:  Colorado Year:  2012 Name:  Kory Rasmussen Position:  DT City:  Honolulu State:  HI Height:  75 Weight:  255 Stars:  2,
School:  Arkansas Year:  2012 Name:  Jeremy Ward Position:  OG City:  Pottsville State:  AR Height:  76 Weight:  287 Stars:  3,School:  Colorado Year:  2012 Name:  Samson Kafovalu Position:  DE City:  Riverside State:  CA Height:  75 Weight:  253 Stars:  3,
School:  Cincinnati Year:  2012 Name:  Bennie Coney Position:  PRO City:  Plant City State:  FL Height:  75 Weight:  205 Stars:  3,School:  Colorado Year:  2012 Name:  Donta Abron Position:  RB City:  Upland State:  CA Height:  68 Weight:  187 Stars:  2,
School:  East Carolina Year:  2012 Name:  Lucas Thompson Position:  S City:  Winter Garden State:  FL Height:  74 Weight:  195 Stars:  3,School:  Colorado Year:  2012 Name:  Josh Tupou Position:  DT City:  Buena Park State:  CA Height:  76 Weight:  302 Stars:  3,
School:  None Year:  2012 Name:  Tim Wright Position:  RB City:  La Marque State:  TX Height:  69 Weight:  180 Stars:  3,School:  Colorado Year:  2012 Name:  Kisima Jagne Position:  DE City:  Chandler State:  AZ Height:  77 Weight:  235 Stars:  3,
School:  Tennessee Year:  2012 Name:  Trent Taylor Position:  SDE City:  Lakeland State:  FL Height:  74 Weight:  270 Stars:  3,School:  Colorado Year:  2012 Name:  John Stuart Position:  DE City:  Westlake Village State:  CA Height:  76 Weight:  230 Stars:  2,
School:  Miami Year:  2012 Name:  Herb Waters Position:  WR City:  Homestead State:  FL Height:  73 Weight:  170 Stars:  3,School:  Colorado Year:  2012 Name:  DeJon Wilson Position:  DE City:  Washington State:  DC Height:  75 Weight:  240 Stars:  3,
School:  UCLA Year:  2012 Name:  T.J. Millweard Position:  PRO City:  Fort Worth State:  TX Height:  76 Weight:  230 Stars:  3,School:  Colorado Year:  2012 Name:  Austin Ray Position:  TE City:  Columbia State:  MO Height:  78 Weight:  235 Stars:  3,
School:  North Carolina Year:  2012 Name:  Phillip Williamson Position:  OLB City:  Durham State:  NC Height:  75 Weight:  215 Stars:  3,School:  Colorado Year:  2012 Name:  Jeromy Irwin Position:  OL City:  Cypress State:  TX Height:  77 Weight:  289 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Laith Harlow Position:  TE City:  Tallahassee State:  FL Height:  77 Weight:  230 Stars:  3,School:  Colorado Year:  2012 Name:  Sean Irwin Position:  TE City:  Cypress State:  TX Height:  76 Weight:  220 Stars:  3,
School:  California Year:  2012 Name:  Matt Cochran Position:  OC City:  Atwater State:  CA Height:  75 Weight:  335 Stars:  3,School:  Colorado Year:  2012 Name:  Davien Payne Position:  RB City:  Perris State:  CA Height:  71 Weight:  213 Stars:  3,
School:  Boston College Year:  2012 Name:  Win Homer Position:  OT City:  Church View State:  VA Height:  77 Weight:  255 Stars:  3,School:  Colorado Year:  2012 Name:  Peyton Williams Position:  WR City:  Southlake State:  TX Height:  73 Weight:  185 Stars:  3,
School:  Michigan State Year:  2012 Name:  Tyler O'Connor Position:  PRO City:  Lima State:  OH Height:  75 Weight:  205 Stars:  3,School:  Colorado Year:  2012 Name:  Justin Solis Position:  DT City:  Westlake Village State:  CA Height:  75 Weight:  287 Stars:  3,
School:  TCU Year:  2012 Name:  James McFarland Position:  OLB City:  West Monroe State:  LA Height:  73 Weight:  234 Stars:  3,School:  Colorado Year:  2012 Name:  Gerald Thomas Position:  WR City:  The Colony State:  TX Height:  70 Weight:  170 Stars:  3,
School:  Oklahoma State Year:  2012 Name:  C.J. Curry Position:  WR City:  Gainesville State:  GA Height:  74 Weight:  198 Stars:  3,School:  Colorado Year:  2012 Name:  Gerrad Kough Position:  OL City:  Pomona State:  CA Height:  77 Weight:  270 Stars:  2,
School:  Oklahoma State Year:  2012 Name:  Seth Jacobs Position:  OLB City:  Arroyo Grande State:  CA Height:  74 Weight:  200 Stars:  3,School:  Colorado Year:  2012 Name:  Jeffrey Thomas Position:  WR City:  Duncanville State:  TX Height:  75 Weight:  180 Stars:  3,
School:  Georgia Year:  2012 Name:  Greg Pyke Position:  OT City:  Baltimore State:  MD Height:  77 Weight:  290 Stars:  3,School:  Colorado Year:  2012 Name:  Terrence Crowder Position:  RB City:  Galena Park State:  TX Height:  70 Weight:  212 Stars:  2,
School:  Florida Year:  2012 Name:  Jafar Mann Position:  DT City:  Stone Mountain State:  GA Height:  76 Weight:  275 Stars:  3,School:  Colorado Year:  2012 Name:  Shane Dillon Position:  QB City:  El Cajon State:  CA Height:  77 Weight:  185 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Devin VanDyke Position:  OLB City:  Lorton State:  VA Height:  73 Weight:  210 Stars:  3,School:  Colorado Year:  2012 Name:  Tyler Henington Position:  DT City:  Denver State:  CO Height:  75 Weight:  265 Stars:  3,
School:  South Carolina Year:  2012 Name:  Kelvin Rainey Position:  ATH City:  Yulee State:  FL Height:  75 Weight:  210 Stars:  3,School:  Colorado Year:  2012 Name:  Clay Norgard Position:  RB City:  Highlands Ranch State:  CO Height:  74 Weight:  240 Stars:  3,
School:  Penn State Year:  2012 Name:  Brian Gaia Position:  OG City:  Baltimore State:  MD Height:  75 Weight:  285 Stars:  3,School:  Colorado Year:  2012 Name:  Vincent Arvia Position:  OL City:  San Diego State:  CA Height:  74 Weight:  285 Stars:  0,
School:  None Year:  2012 Name:  Timothy Hines Position:  OG City:  Bryan State:  TX Height:  75 Weight:  300 Stars:  3,School:  Connecticut Year:  2012 Name:  Omaine Stephens Position:  DT City:  East Orange State:  NJ Height:  76 Weight:  220 Stars:  2,
School:  UCLA Year:  2012 Name:  Javon Williams Position:  WR City:  Chandler State:  AZ Height:  77 Weight:  185 Stars:  3,School:  Connecticut Year:  2012 Name:  Neil Shortell Position:  TE City:  El Dorado State:  KS Height:  75 Weight:  250 Stars:  2,
School:  South Florida Year:  2012 Name:  Chris Bivins Position:  CB City:  Gainesville State:  FL Height:  71 Weight:  174 Stars:  3,School:  Connecticut Year:  2012 Name:  Ricky Gutierrez Position:  WR City:  Hialeah State:  FL Height:  73 Weight:  175 Stars:  3,
School:  Texas A&M Year:  2012 Name:  Kimo Tipoti Position:  OT City:  Hurst State:  TX Height:  76 Weight:  314 Stars:  3,School:  Connecticut Year:  2012 Name:  Jazzmar Clax Position:  LB City:  Freehold State:  NJ Height:  72 Weight:  239 Stars:  3,
School:  NC State Year:  2012 Name:  K'Hadree Hooker Position:  DT City:  Deep Run State:  NC Height:  73 Weight:  285 Stars:  3,School:  Connecticut Year:  2012 Name:  Wyatt Vinci Position:  LB City:  Princeton State:  NJ Height:  75 Weight:  235 Stars:  2,
School:  Stanford Year:  2012 Name:  Nick Davidson Position:  OT City:  Eden Prairie State:  MN Height:  78 Weight:  265 Stars:  3,School:  Connecticut Year:  2012 Name:  Richard Levy Position:  OL City:  Trenton State:  NJ Height:  78 Weight:  300 Stars:  2,
School:  Oklahoma Year:  2012 Name:  Michael Onuoha Position:  SDE City:  Edmond State:  OK Height:  78 Weight:  235 Stars:  3,School:  Connecticut Year:  2012 Name:  Joseph Williams Position:  RB City:  Fork Union State:  VA Height:  72 Weight:  200 Stars:  3,
School:  Auburn Year:  2012 Name:  Jonathan Jones Position:  CB City:  Carrollton State:  GA Height:  70 Weight:  184 Stars:  3,School:  Connecticut Year:  2012 Name:  Chandler Whitmer Position:  QB City:  El Dorado State:  KS Height:  72 Weight:  195 Stars:  3,
School:  Michigan Year:  2012 Name:  Kaleb Ringer Position:  ILB City:  Clayton State:  OH Height:  73 Weight:  225 Stars:  3,School:  Connecticut Year:  2012 Name:  Jordan Floyd Position:  ATH City:  Baltimore State:  MD Height:  74 Weight:  215 Stars:  2,
School:  Pittsburgh Year:  2012 Name:  Demitrious Davis Position:  ATH City:  Youngstown State:  OH Height:  70 Weight:  186 Stars:  3,School:  Connecticut Year:  2012 Name:  Rennick Bryan Position:  OL City:  New Haven State:  CT Height:  75 Weight:  300 Stars:  2,
School:  Michigan Year:  2012 Name:  Ben Braden Position:  OT City:  Rockford State:  MI Height:  79 Weight:  295 Stars:  3,School:  Connecticut Year:  2012 Name:  John Green Position:  WR City:  Miami State:  FL Height:  71 Weight:  165 Stars:  2,
